numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud,zona_original,zona_canonica,distrito_original,distrito_corregido,comuna_corregida,motivo_validacion
14-16-644-2413-000,Zoraida Lastra JuliÃ¡n,7729386 CBBA,Av. VillazÃ³n NÂ° 2854,CHIQUICOLLO,11,143,48,578,320,Residencial,3.01.1.17.1355042,1351942,2027.91,-17.369245,-66.167064,CHIQUICOLLO,CHIQUICOLLO,11,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-09-499-6099-000,Feliciano Ibarra-Barbero,2696650 CBBA,Av. Melchor PÃ©rez NÂ° 3165,ARANJUEZ ALTO,3,926,7,476,309,Mixto,3.01.1.49.2152920,468384,702.58,-17.369582,-66.14462,ARANJUEZ ALTO,ARANJUEZ ALTO,3,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-09-867-6235-000,Carmela de Marcos,4099595 CBBA,Av. CircunvalaciÃ³n NÂ° 1197,SUDOESTE,5,724,48,738,88,Residencial,3.01.1.73.2698017,1532088,2298.13,-17.365123,-66.15029,SUDOESTE,SUDOESTE,5,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-13-248-2859-000,Paco AguilÃ³,2621466 CBBA,Av. Melchor PÃ©rez NÂ° 3647,PUKARA GRANDE OESTE,15,118,49,569,399,Mixto,3.01.1.71.3374507,1106705,1660.06,-17.372641,-66.156979,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,15,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-09-587-1673-000,Plinio Pedrosa-VizcaÃ­no,2708317 CBBA,Av. CircunvalaciÃ³n NÂ° 2901,KHARA KHARA ARRUMANI,7,803,14,506,475,Salud,3.01.1.71.1879617,757482,1136.22,-17.398095,-66.133327,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,7,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-10-152-9438-000,Carlito Hidalgo Lumbreras,5911902 CBBA,Av. Blanco Galindo NÂ° 2599,MESADILLA,14,293,34,966,664,Industrial,3.01.1.46.3508628,617274,925.91,-17.426943,-66.143736,MESADILLA,MESADILLA,14,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-03-606-9322-000,Rosa Barco Castilla,6574026 CBBA,Av. Blanco Galindo NÂ° 4351,PUKARA GRANDE NORTE,8,984,39,581,146,Educativo,3.01.1.55.1054597,705915,1058.87,-17.3913,-66.170282,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,8,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-19-956-4456-000,Beatriz Lucas Almansa,8073347 CBBA,Av. AmÃ©rica NÂ° 2819,LAS CUADRAS,4,670,12,688,411,Educativo,3.01.1.54.8279761,651536,977.3,-17.429301,-66.166693,LAS CUADRAS,LAS CUADRAS,4,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-12-890-1036-000,Casandra Estevez Oliveras,8821673 CBBA,Av. AmÃ©rica NÂ° 1368,NOROESTE,4,662,2,405,153,Mixto,3.01.1.89.6096683,603855,905.78,-17.36101,-66.162611,NOROESTE,NOROESTE,4,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-153-3376-000,Sergio Gimeno MarquÃ©s,2009908 CBBA,Av. CircunvalaciÃ³n NÂ° 3129,MUYURINA,15,339,27,969,428,Mixto,3.01.1.43.9443812,1601757,2402.64,-17.381588,-66.149949,MUYURINA,MUYURINA,15,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-14-409-4789-000,Fabricio Vargas FerrÃ¡ndiz,2713409 CBBA,Av. VillazÃ³n NÂ° 4406,CALA CALA,8,39,8,272,251,Mixto,3.01.1.70.8603900,535568,803.35,-17.367071,-66.183203,CALA CALA,CALA CALA,8,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-09-425-7940-000,Ãgueda Cervantes Vilanova,4870388 CBBA,Av. Beijing NÂ° 2403,TUPURAYA,2,3,26,265,106,Educativo,3.01.1.99.2131413,175960,263.94,-17.404065,-66.195306,TUPURAYA,TUPURAYA,2,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-03-499-7958-000,Ileana Cornejo,2369941 CBBA,Av. VillazÃ³n NÂ° 229,PUKARA GRANDE NORTE,11,647,8,489,351,Industrial,3.01.1.18.3803714,462594,693.89,-17.409628,-66.181983,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,11,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-04-807-4820-000,Manolo Ãlvarez CantÃ³n,1783620 CBBA,Av. Blanco Galindo NÂ° 3550,LA CHIMBA,12,128,46,564,95,Comercial,3.01.1.49.3788841,747300,1120.95,-17.457602,-66.118941,LA CHIMBA,CHIMBA,12,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-17-015-2327-000,Amador Gargallo,6197727 CBBA,Av. CircunvalaciÃ³n NÂ° 2015,MUYURINA,4,149,31,798,761,Comercial,3.01.1.90.3317316,1082886,1624.33,-17.38578,-66.182351,MUYURINA,MUYURINA,4,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-11-788-7516-000,Eugenio Pinilla Rico,6597698 CBBA,Av. Melchor PÃ©rez NÂ° 867,SUDESTE,1,993,9,304,186,Mixto,3.01.1.61.5625219,297616,446.42,-17.351296,-66.176812,SUDESTE,SUDESTE,1,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-05-126-5321-000,Cecilio Eusebio Bustamante Esparza,4339428 CBBA,Av. VillazÃ³n NÂ° 310,SARCO,3,416,23,251,235,Industrial,3.01.1.87.4969061,506016,759.02,-17.421904,-66.189931,SARCO,SARCO,3,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-144-5331-000,Isaura Fuertes Aguirre,3738944 CBBA,Av. VillazÃ³n NÂ° 2169,NOROESTE,3,414,5,710,667,Educativo,3.01.1.74.1992146,1336930,2005.39,-17.344443,-66.172917,NOROESTE,NOROESTE,3,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-20-007-5270-000,Blanca Isabela Laguna Morillo,2025915 CBBA,Av. Blanco Galindo NÂ° 2348,NORESTE,9,205,45,1188,162,Comercial,3.01.1.87.7701651,2436588,3654.88,-17.393868,-66.148059,NORESTE,NORESTE,9,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-16-091-0082-000,Graciano Corbacho-Castrillo,4789969 CBBA,Av. AmÃ©rica NÂ° 1573,LACMA,10,948,44,1198,901,Residencial,3.01.1.25.6465734,1993472,2990.21,-17.431174,-66.138692,LACMA,LACMA,10,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-04-178-8033-000,Jorge de Azcona,6324181 CBBA,Av. CircunvalaciÃ³n NÂ° 4241,LAS CUADRAS,6,957,8,856,711,Salud,3.01.1.59.5429190,2046696,3070.04,-17.361442,-66.144975,LAS CUADRAS,LAS CUADRAS,6,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-02-443-3774-000,Rosalva Lerma ViÃ±as,4180457 CBBA,Av. VillazÃ³n NÂ° 3737,PUKARA GRANDE NORTE,4,937,5,507,295,Residencial,3.01.1.31.7766295,407628,611.44,-17.431032,-66.135607,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,4,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-17-264-3341-000,Adelardo Basilio Rivas Oliva,9127283 CBBA,Av. Melchor PÃ©rez NÂ° 4540,MESADILLA,11,866,33,822,59,Mixto,3.01.1.23.4923940,702810,1054.21,-17.418114,-66.178186,MESADILLA,MESADILLA,11,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-18-793-1240-000,SofÃ­a Pinto Zaragoza,3632097 CBBA,Av. Blanco Galindo NÂ° 3187,TEMPORAL PAMPA,13,226,32,878,790,Salud,3.01.1.51.6561258,2121248,3181.87,-17.430679,-66.170307,TEMPORAL PAMPA,TEMPORAL PAMPA,13,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-19-929-6066-000,Celia VerdÃº-Sevilla,2806442 CBBA,Av. Beijing NÂ° 3615,MAYORAZGO,5,515,9,786,783,Educativo,3.01.1.51.9801844,1853388,2780.08,-17.419506,-66.138248,MAYORAZGO,MAYORAZGO,5,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-993-1860-000,Reyes Casas RodrÃ­guez,1288890 CBBA,Av. CircunvalaciÃ³n NÂ° 924,ALALAY NORTE,2,902,46,443,52,Educativo,3.01.1.85.5903275,355286,532.93,-17.465546,-66.139925,ALALAY NORTE,ALALAY NORTE,2,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-13-792-8962-000,Kike de Lopez,5650327 CBBA,Av. Blanco Galindo NÂ° 2453,MESADILLA,14,209,3,1104,609,Salud,3.01.1.26.4858439,2033568,3050.35,-17.398151,-66.118452,MESADILLA,MESADILLA,14,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-18-682-9074-000,Alcides TomÃ© Miguel,3922308 CBBA,Av. Melchor PÃ©rez NÂ° 374,MESADILLA,7,347,26,1046,924,Educativo,3.01.1.12.9598139,2582574,3873.86,-17.427036,-66.146643,MESADILLA,MESADILLA,7,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-11-589-5851-000,Marisela Marisa Giner SaldaÃ±a,3331094 CBBA,Av. Melchor PÃ©rez NÂ° 218,VALLE HERMOSO OESTE,14,142,44,1120,1059,Salud,3.01.1.35.4498985,1762880,2644.32,-17.434771,-66.133509,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,14,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-07-759-0500-000,YÃ©ssica del Cervantes,3221266 CBBA,Av. AmÃ©rica NÂ° 1023,ALALAY NORTE,10,245,27,1088,1038,Residencial,3.01.1.39.8310017,2653632,3980.45,-17.445587,-66.163139,ALALAY NORTE,ALALAY NORTE,10,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-08-223-3200-000,Jonatan Teodosio Almansa CaparrÃ³s,9807297 CBBA,Av. Melchor PÃ©rez NÂ° 1474,SARCO,4,528,18,1050,78,Salud,3.01.1.98.7228415,1544550,2316.83,-17.406468,-66.138432,SARCO,SARCO,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-06-680-6382-000,Encarna MÃ¡rquez Redondo,1129957 CBBA,Av. CircunvalaciÃ³n NÂ° 3270,VILLA BUSCH,2,7,3,258,186,Salud,3.01.1.23.9865330,453048,679.57,-17.380566,-66.168863,VILLA BUSCH,VILLA BUSH,2,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-10-317-5383-000,BelÃ©n Abascal DomÃ©nech,3473786 CBBA,Av. Blanco Galindo NÂ° 227,JAIHUAYCO,1,782,20,1131,1107,Educativo,3.01.1.21.8480491,1756443,2634.66,-17.385954,-66.187774,JAIHUAYCO,JAIHUAYCO,1,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-09-768-6276-000,Timoteo Otero Izquierdo,6614851 CBBA,Av. CircunvalaciÃ³n NÂ° 931,SUDOESTE,1,837,40,1103,507,Salud,3.01.1.23.2176730,2608595,3912.89,-17.389595,-66.184617,SUDOESTE,SUDOESTE,1,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-15-346-0431-000,Leyre AmorÃ³s Torrents,3575858 CBBA,Av. VillazÃ³n NÂ° 2285,TUPURAYA,8,840,32,865,601,Residencial,3.01.1.50.9285807,733520,1100.28,-17.435692,-66.115729,TUPURAYA,TUPURAYA,8,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-18-184-0147-000,Marino Pozuelo Cerro,7347612 CBBA,Av. AmÃ©rica NÂ° 4855,VILLA BUSCH,5,806,30,635,280,Industrial,3.01.1.20.4972788,1279525,1919.29,-17.393294,-66.13071,VILLA BUSCH,VILLA BUSH,5,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-19-547-0636-000,Lupe DueÃ±as Miguel,6242632 CBBA,Av. Blanco Galindo NÂ° 4633,VALLE HERMOSO OESTE,2,512,43,1020,670,Industrial,3.01.1.85.6321089,2084880,3127.32,-17.446256,-66.126327,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,2,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-09-140-6886-000,Mateo Prieto,7560093 CBBA,Av. AmÃ©rica NÂ° 2182,CHIQUICOLLO,7,96,27,1134,135,Salud,3.01.1.85.3585803,1460592,2190.89,-17.359438,-66.157815,CHIQUICOLLO,CHIQUICOLLO,7,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-19-937-8557-000,FabiÃ¡n Azorin Escolano,6609602 CBBA,Av. VillazÃ³n NÂ° 4657,SUDESTE,14,253,28,875,531,Educativo,3.01.1.84.8176453,974750,1462.12,-17.401574,-66.184263,SUDESTE,SUDESTE,14,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-05-233-1469-000,Irma del Ferrera,1247189 CBBA,Av. Blanco Galindo NÂ° 741,MUYURINA,14,408,39,639,470,Comercial,3.01.1.61.7941370,1191096,1786.64,-17.422003,-66.172906,MUYURINA,MUYURINA,14,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-07-807-9803-000,Esmeralda Valle Villalba,8342285 CBBA,Av. AmÃ©rica NÂ° 1410,VALLE HERMOSO OESTE,13,597,46,1138,561,Residencial,3.01.1.78.5176460,2461494,3692.24,-17.379752,-66.153781,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,13,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-15-479-4742-000,AnÃ­bal Grande Mateos,6773625 CBBA,Av. Blanco Galindo NÂ° 608,CALA CALA,3,898,44,208,51,Educativo,3.01.1.83.6576849,416624,624.94,-17.391805,-66.148256,CALA CALA,CALA CALA,3,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-19-137-9581-000,Teobaldo GerÃ³nimo Delgado Cabeza,3504433 CBBA,Av. Blanco Galindo NÂ° 4255,TEMPORAL PAMPA,1,67,9,768,594,Industrial,3.01.1.19.4712816,621312,931.97,-17.425753,-66.197432,TEMPORAL PAMPA,TEMPORAL PAMPA,1,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-15-648-4721-000,Maura Alicia VizcaÃ­no Alfaro,1969712 CBBA,Av. Melchor PÃ©rez NÂ° 1506,PUKARA GRANDE NORTE,1,126,29,437,203,Salud,3.01.1.95.1263762,445740,668.61,-17.440249,-66.110542,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,1,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-181-9563-000,Alexandra Tormo LledÃ³,8579709 CBBA,Av. Beijing NÂ° 4488,NORESTE,15,98,37,242,167,Residencial,3.01.1.82.1235344,360822,541.23,-17.413755,-66.117755,NORESTE,NORESTE,15,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-13-121-1738-000,Jonatan GalvÃ¡n Tejero,6394162 CBBA,Av. VillazÃ³n NÂ° 1037,LA CHIMBA,5,502,46,759,675,Educativo,3.01.1.61.4941695,637560,956.34,-17.37847,-66.170929,LA CHIMBA,CHIMBA,5,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-07-661-8517-000,Santiago de Samper,2337053 CBBA,Av. CircunvalaciÃ³n NÂ° 3105,TICTI,9,540,33,486,328,Industrial,3.01.1.24.9458081,1001646,1502.47,-17.358368,-66.145721,TICTI,TICTI,9,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-09-371-8185-000,Celso CaparrÃ³s-Rueda,5197254 CBBA,Av. Melchor PÃ©rez NÂ° 4391,VILLA BUSCH,8,50,22,881,584,Residencial,3.01.1.96.3867620,1958463,2937.69,-17.419685,-66.154598,VILLA BUSCH,VILLA BUSH,8,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-06-733-4377-000,Angelita Adelaida Mateo Marco,7325880 CBBA,Av. Blanco Galindo NÂ° 557,ALALAY SUD,11,671,42,743,536,Salud,3.01.1.46.3142414,1068434,1602.65,-17.413414,-66.186546,ALALAY SUD,ALALAY SUD,11,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-10-931-5287-000,Gaspar Ãvila Villegas,7481008 CBBA,Av. Blanco Galindo NÂ° 107,MESADILLA,7,814,8,537,247,Salud,3.01.1.73.2216982,526797,790.2,-17.370672,-66.158259,MESADILLA,MESADILLA,7,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-17-647-9885-000,Ainoa Garcia Tena,2104799 CBBA,Av. AmÃ©rica NÂ° 2190,TEMPORAL PAMPA,12,801,15,937,764,Educativo,3.01.1.84.9550204,1996747,2995.12,-17.4557,-66.104808,TEMPORAL PAMPA,TEMPORAL PAMPA,12,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-16-331-9961-000,Lina Casanovas Camacho,1931142 CBBA,Av. AmÃ©rica NÂ° 190,SARCO,10,183,24,718,183,Residencial,3.01.1.10.2289762,636148,954.22,-17.417844,-66.201512,SARCO,SARCO,10,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-17-187-2463-000,Leandro MarÃ­n-Haro,2984442 CBBA,Av. AmÃ©rica NÂ° 4206,ARANJUEZ ALTO,13,360,35,571,171,Educativo,3.01.1.83.2257068,799400,1199.1,-17.459546,-66.142418,ARANJUEZ ALTO,ARANJUEZ ALTO,13,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-14-348-3767-000,Demetrio RomÃ¡n NarvÃ¡ez Reyes,4456249 CBBA,Av. Melchor PÃ©rez NÂ° 4390,VILLA BUSCH,10,171,13,303,75,Industrial,3.01.1.72.3421118,541461,812.19,-17.420568,-66.129506,VILLA BUSCH,VILLA BUSH,10,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-03-007-9431-000,Felipe Ãlvaro Gimenez,4617837 CBBA,Av. CircunvalaciÃ³n NÂ° 2732,PUKARA GRANDE NORTE,1,35,44,655,464,Educativo,3.01.1.74.6732169,852155,1278.23,-17.401115,-66.136701,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,1,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-14-842-5267-000,MarÃ­a Cristina CerdÃ¡,1329095 CBBA,Av. Blanco Galindo NÂ° 4052,LACMA,10,879,5,641,466,Mixto,3.01.1.57.8141533,1498017,2247.03,-17.390469,-66.202371,LACMA,LACMA,10,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-602-8761-000,Pastora Julieta Arrieta Camino,5000639 CBBA,Av. Blanco Galindo NÂ° 687,LACMA,10,278,7,1107,957,Salud,3.01.1.79.9672267,1975995,2963.99,-17.360984,-66.186054,LACMA,LACMA,10,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-18-386-7881-000,Graciano Borrego Hernandez,6544296 CBBA,Av. AmÃ©rica NÂ° 3537,NOROESTE,14,105,6,693,560,Comercial,3.01.1.33.5196350,1306998,1960.5,-17.392477,-66.199542,NOROESTE,NOROESTE,14,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-10-396-5358-000,MoisÃ©s Franch NicolÃ¡s,7768975 CBBA,Av. VillazÃ³n NÂ° 1767,PUKARA GRANDE NORTE,4,718,36,902,385,Salud,3.01.1.35.1700792,1500026,2250.04,-17.449211,-66.140131,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,4,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-20-996-6581-000,Amaya Nebot Mata,1977312 CBBA,Av. AmÃ©rica NÂ° 2107,JAIHUAYCO,8,784,30,1161,65,Residencial,3.01.1.91.1715406,2590191,3885.29,-17.442716,-66.117366,JAIHUAYCO,JAIHUAYCO,8,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-08-937-8346-000,Rosaura Tejada GalvÃ¡n,5346858 CBBA,Av. CircunvalaciÃ³n NÂ° 1918,SARCO,8,670,27,1069,813,Mixto,3.01.1.68.2924414,1265696,1898.54,-17.439364,-66.141979,SARCO,SARCO,8,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-09-057-3942-000,Guiomar Cuenca CarreÃ±o,4347489 CBBA,Av. Beijing NÂ° 943,TICTI,14,628,29,237,211,Residencial,3.01.1.74.1626797,564297,846.45,-17.38918,-66.124173,TICTI,TICTI,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-05-263-0426-000,Pepe Sainz Andreu,2293334 CBBA,Av. Beijing NÂ° 2739,KHARA KHARA ARRUMANI,3,123,17,638,60,Residencial,3.01.1.94.6416231,537834,806.75,-17.452762,-66.121725,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,3,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-20-010-4491-000,Florinda Jara Villaverde,8249184 CBBA,Av. CircunvalaciÃ³n NÂ° 852,MAYORAZGO,14,843,14,802,529,Mixto,3.01.1.74.7014065,999292,1498.94,-17.427334,-66.130516,MAYORAZGO,MAYORAZGO,14,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-17-525-0729-000,Leocadio Sanabria-Pereira,6764538 CBBA,Av. AmÃ©rica NÂ° 2598,CONDEBAMBA,4,650,23,374,56,Residencial,3.01.1.89.1540316,693022,1039.53,-17.395483,-66.195138,CONDEBAMBA,CONDEBAMBA,4,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-14-144-7581-000,Emiliana de Valbuena,2502049 CBBA,Av. VillazÃ³n NÂ° 2163,QUERU QUERU,4,993,26,389,229,Salud,3.01.1.64.9931086,296418,444.63,-17.376942,-66.178528,QUERU QUERU,QUERU QUERU,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-04-574-1806-000,HipÃ³lito Tur Crespo,7703143 CBBA,Av. VillazÃ³n NÂ° 2129,VILLA BUSCH,8,998,35,289,115,Industrial,3.01.1.47.7673867,561527,842.29,-17.358079,-66.161994,VILLA BUSCH,VILLA BUSH,8,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-08-499-4538-000,Ãdgar Cuadrado JuliÃ¡,5404470 CBBA,Av. Blanco Galindo NÂ° 2744,SARCO,15,244,25,1102,159,Mixto,3.01.1.52.5760676,1992416,2988.62,-17.399498,-66.165909,SARCO,SARCO,15,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-17-017-4717-000,Macaria Anguita-Galindo,3174853 CBBA,Av. Beijing NÂ° 3451,MAYORAZGO,15,185,28,979,248,Industrial,3.01.1.22.7110484,913407,1370.11,-17.397337,-66.166223,MAYORAZGO,MAYORAZGO,15,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-07-318-3702-000,Natividad Tenorio Galan,6562878 CBBA,Av. CircunvalaciÃ³n NÂ° 3036,LA MAICA,14,272,20,684,147,Comercial,3.01.1.14.1355278,1092348,1638.52,-17.390097,-66.204627,LA MAICA,LA MAICA,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-17-558-4662-000,Dani UreÃ±a Pinilla,3862520 CBBA,Av. Beijing NÂ° 3429,QUERU QUERU,1,652,32,277,202,Comercial,3.01.1.60.1719744,499985,749.98,-17.345064,-66.170076,QUERU QUERU,QUERU QUERU,1,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-09-306-6171-000,Sabina Ãngel Cuervo,3227397 CBBA,Av. CircunvalaciÃ³n NÂ° 3716,TAMBORADA PUKARITA,1,55,20,767,231,Residencial,3.01.1.66.6138806,1195753,1793.63,-17.40666,-66.12908,TAMBORADA PUKARITA,TAMBORADA PUKARITA,1,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-203-3067-000,Ãlvaro Quero Capdevila,4475244 CBBA,Av. Beijing NÂ° 436,LA CHIMBA,1,258,47,493,270,Comercial,3.01.1.71.6633478,1196018,1794.03,-17.404451,-66.151124,LA CHIMBA,CHIMBA,1,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-09-401-2902-000,Merche Benitez Redondo,8845337 CBBA,Av. CircunvalaciÃ³n NÂ° 821,CHIQUICOLLO,5,236,26,151,85,Comercial,3.01.1.41.4344780,242355,363.53,-17.366033,-66.175703,CHIQUICOLLO,CHIQUICOLLO,5,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-13-294-3096-000,Lorena de Porta,9099691 CBBA,Av. VillazÃ³n NÂ° 4530,PUKARA GRANDE SUR,4,657,25,283,176,Mixto,3.01.1.61.2123354,654579,981.87,-17.417305,-66.126265,PUKARA GRANDE SUR,PUKARA GRANDE SUR,4,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-07-058-1620-000,RosalÃ­a NiÃ±o Ortega,9848612 CBBA,Av. Blanco Galindo NÂ° 3343,QUERU QUERU ALTO,3,970,16,812,211,Educativo,3.01.1.12.3263898,720244,1080.37,-17.41758,-66.12963,QUERU QUERU ALTO,QUERU QUERU ALTO,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-07-422-2132-000,AndrÃ©s Felipe Amando Jover Novoa,4408906 CBBA,Av. Melchor PÃ©rez NÂ° 4800,MUYURINA,8,822,15,252,214,Mixto,3.01.1.46.1527125,442008,663.01,-17.384286,-66.201887,MUYURINA,MUYURINA,8,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
