numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud
12-17-038-0553-000,Gisela Anguita Ruiz,9043650 CBBA,Av. América N° 3315,ALALAY NORTE,13,827,15,558,536,Industrial,3.01.1.62.6160561,1150596,1725.89,-17.409022,-66.186597
08-07-468-7535-000,Manu Vargas Cáceres,4139090 CBBA,Av. Blanco Galindo N° 4441,ARANJUEZ ALTO,13,744,42,1128,991,Educativo,3.01.1.74.1485797,1089648,1634.47,-17.395851,-66.131491
07-08-306-6181-000,Hernán Yago Carpio Solano,1790131 CBBA,Av. América N° 4387,TUPURAYA,11,428,43,255,61,Mixto,3.01.1.13.9580757,277695,416.54,-17.385737,-66.201074
04-19-720-4560-000,María Jesús Cadenas Royo,8856711 CBBA,Av. América N° 4027,1° DE MAYO,7,892,36,711,78,Mixto,3.01.1.48.4890067,1652364,2478.55,-17.35506,-66.183692
06-17-011-4950-000,Corona Rebeca Alcalde Palmer,2267472 CBBA,Av. Melchor Pérez N° 3266,VILLA BUSCH,5,140,17,970,506,Educativo,3.01.1.23.4299140,674150,1011.23,-17.460725,-66.125868
09-05-589-1962-000,Salomé del Segarra,5500858 CBBA,Av. América N° 2659,LA MAICA,9,822,34,356,311,Industrial,3.01.1.45.3202459,490568,735.85,-17.418406,-66.18646
02-03-057-4413-000,Albina Campillo-Aroca,1122902 CBBA,Av. Blanco Galindo N° 2500,SARCO,6,960,10,215,90,Educativo,3.01.1.78.4258737,532555,798.83,-17.40458,-66.134295
08-15-338-9944-000,Apolinar de Pinedo,8966692 CBBA,Av. Beijing N° 4430,VALLE HERMOSO,12,147,5,896,683,Residencial,3.01.1.48.3043325,1630720,2446.08,-17.362981,-66.173629
01-12-442-4967-000,Olga de Gallardo,9249575 CBBA,Av. Melchor Pérez N° 3855,TEMPORAL PAMPA,10,904,20,579,186,Comercial,3.01.1.83.3594516,1328226,1992.34,-17.410803,-66.188915
08-10-645-0971-000,Felipe Cañete Estrada,3249795 CBBA,Av. América N° 1176,PUKARA GRANDE NORTE,7,563,6,1043,73,Mixto,3.01.1.17.3129216,2349879,3524.82,-17.375529,-66.19415
02-02-144-9359-000,Rosa María Llabrés Gallardo,3073923 CBBA,Av. Circunvalación N° 4964,LAS CUADRAS,7,974,5,1168,408,Industrial,3.01.1.29.4365688,2914160,4371.24,-17.379196,-66.168663
09-12-301-5829-000,Luis Trillo Salom,1730048 CBBA,Av. América N° 1721,VALLE HERMOSO OESTE,7,284,47,269,170,Residencial,3.01.1.29.4227061,534234,801.35,-17.444545,-66.131203
04-03-706-3463-000,Blas Blanes Noguera,5119353 CBBA,Av. Melchor Pérez N° 1047,JAIHUAYCO,8,402,32,483,370,Mixto,3.01.1.80.3452659,996429,1494.64,-17.370886,-66.142406
03-14-345-1620-000,Calixta Ferrándiz,3650453 CBBA,Av. Melchor Pérez N° 3937,LA TEMIBLE CARA CARA,6,655,3,526,292,Mixto,3.01.1.50.7165234,848438,1272.66,-17.393477,-66.16125
09-01-571-7549-000,Eugenio Cardona Villalba,4509897 CBBA,Av. América N° 2504,MESADILLA,2,945,17,370,172,Salud,3.01.1.71.2648528,562030,843.05,-17.402074,-66.13476
04-07-546-0441-000,Marta Chico,1910820 CBBA,Av. Beijing N° 1791,PUKARA GRANDE NORTE,5,902,3,621,212,Industrial,3.01.1.62.7871400,1373031,2059.55,-17.37667,-66.135978
15-15-564-1076-000,Isabela Redondo Folch,7127479 CBBA,Av. Villazón N° 3639,CONDEBAMBA,4,886,13,192,125,Mixto,3.01.1.15.7104949,146304,219.46,-17.3823,-66.132958
07-19-654-4924-000,Anabel Palmira Carvajal Gomez,5619732 CBBA,Av. Villazón N° 1195,PUKARA GRANDE SUR,8,451,4,247,75,Industrial,3.01.1.44.1069654,441389,662.08,-17.417677,-66.163219
10-05-178-5064-000,Samanta Bosch Romeu,9587652 CBBA,Av. Beijing N° 2405,SUDOESTE,1,480,7,1101,510,Educativo,3.01.1.26.3953067,2556522,3834.78,-17.43002,-66.176135
05-08-607-8588-000,Juan Antonio Ugarte Alfaro,7668964 CBBA,Av. Melchor Pérez N° 3882,SARCOBAMBA,12,878,15,324,263,Educativo,3.01.1.25.9269346,639900,959.85,-17.453714,-66.118544
10-19-782-5718-000,Alfredo Quirós,8820969 CBBA,Av. Circunvalación N° 3217,QUERU QUERU,10,311,44,464,386,Salud,3.01.1.85.8376655,717808,1076.71,-17.377676,-66.169927
05-10-573-7452-000,Adriana Manzano Serra,3559745 CBBA,Av. Villazón N° 2642,LA TEMIBLE CARA CARA,4,162,29,859,519,Comercial,3.01.1.56.3360112,1014479,1521.72,-17.399925,-66.186442
14-05-590-5023-000,Imelda Ureña Abella,9412452 CBBA,Av. Melchor Pérez N° 1100,MUYURINA,3,320,13,720,601,Salud,3.01.1.83.3146692,1010880,1516.32,-17.365349,-66.144063
05-13-571-0058-000,Cristian Catalá Sabater,8951381 CBBA,Av. Villazón N° 4203,VALLE HERMOSO OESTE,9,954,12,975,412,Residencial,3.01.1.45.3659164,1330875,1996.31,-17.402957,-66.129026
12-03-470-2164-000,Héctor Boix-Barba,8224922 CBBA,Av. Circunvalación N° 4719,PUKARA GRANDE SUR,6,866,11,1074,124,Educativo,3.01.1.70.1435339,1583076,2374.61,-17.461264,-66.142741
12-16-202-1361-000,Carlos Calzada Carranza,8231487 CBBA,Av. Circunvalación N° 1312,TAMBORADA PUKARITA,11,934,5,736,318,Residencial,3.01.1.10.6566628,1373376,2060.06,-17.354146,-66.155889
15-20-633-4663-000,Florencio del Luz,9863027 CBBA,Av. Beijing N° 540,ALALAY SUD,11,158,9,874,179,Industrial,3.01.1.57.8706651,685216,1027.82,-17.450514,-66.132224
11-11-163-6909-000,Abril Rios Manso,4194248 CBBA,Av. Villazón N° 1331,SARCO,9,519,12,1050,1040,Salud,3.01.1.24.1964491,1124550,1686.83,-17.357128,-66.184041
05-06-652-4843-000,Alejo Almansa-Salamanca,7777452 CBBA,Av. Blanco Galindo N° 1225,ARANJUEZ ALTO,10,420,2,1023,288,Salud,3.01.1.95.5282099,1595880,2393.82,-17.372293,-66.191542
11-12-319-4780-000,Azahar del Lluch,3239353 CBBA,Av. Melchor Pérez N° 3588,KHARA KHARA ARRUMANI,15,56,31,921,485,Comercial,3.01.1.81.6039045,2109090,3163.64,-17.364491,-66.160215
13-01-206-4710-000,Nico Martí Hidalgo,4870139 CBBA,Av. América N° 2071,HIPODROMO,14,26,47,703,262,Residencial,3.01.1.75.3093119,1590889,2386.33,-17.414835,-66.121141
14-17-079-6655-000,Aitor Ferrán Porras,7990257 CBBA,Av. Blanco Galindo N° 2305,VILLA BUSCH,4,741,49,211,65,Residencial,3.01.1.86.9561638,277043,415.56,-17.369235,-66.13656
09-01-428-3178-000,Juan Ponce Frutos,8118516 CBBA,Av. América N° 401,KHARA KHARA ARRUMANI,7,776,46,612,417,Educativo,3.01.1.11.1573693,1504908,2257.36,-17.380229,-66.19451
12-20-763-2380-000,Ramona Pou Mendez,5939628 CBBA,Av. Melchor Pérez N° 3784,MUYURINA,9,167,9,207,52,Salud,3.01.1.18.3115629,499284,748.93,-17.36875,-66.194899
07-19-390-3429-000,Adolfo Boada Barceló,4572511 CBBA,Av. Villazón N° 4644,MAYORAZGO,9,200,36,553,177,Educativo,3.01.1.55.4502068,564613,846.92,-17.373376,-66.137873
14-02-361-0175-000,Soraya Téllez Alcaraz,1555197 CBBA,Av. Beijing N° 2318,SUDESTE,6,849,49,708,521,Residencial,3.01.1.87.8714035,1379892,2069.84,-17.404995,-66.134142
08-18-568-4702-000,Segismundo Larrañaga Rocamora,5915758 CBBA,Av. Villazón N° 2728,TEMPORAL PAMPA,14,174,30,1085,615,Comercial,3.01.1.70.9220863,1065470,1598.2,-17.345856,-66.16467
05-12-135-1126-000,Rosario Iván Francisco Berrocal,5756782 CBBA,Av. Melchor Pérez N° 212,LA CHIMBA,10,322,6,503,357,Comercial,3.01.1.72.8332140,345561,518.34,-17.395754,-66.122752
11-15-112-6488-000,Vilma Carmona Gras,7595141 CBBA,Av. Melchor Pérez N° 3569,MESADILLA,15,652,48,644,206,Industrial,3.01.1.10.5105338,1107680,1661.52,-17.411484,-66.144643
06-19-300-3117-000,Griselda Zamora Borrego,6830757 CBBA,Av. Villazón N° 3194,PUKARA GRANDE OESTE,8,896,48,838,650,Comercial,3.01.1.84.9033268,1026550,1539.83,-17.452809,-66.13618
06-09-211-0923-000,Melisa Menéndez-Tena,4006709 CBBA,Av. Circunvalación N° 3848,SARCO,3,939,29,1107,848,Comercial,3.01.1.50.2599239,1372680,2059.02,-17.4312,-66.178222
07-09-019-0421-000,Octavia de Hervás,2285826 CBBA,Av. Beijing N° 1085,LA TEMIBLE CARA CARA,6,111,41,761,756,Mixto,3.01.1.32.2489847,1767803,2651.7,-17.41985,-66.197885
11-02-857-4924-000,Almudena Pol-Aliaga,6821842 CBBA,Av. Melchor Pérez N° 3243,1° DE MAYO,3,301,17,696,676,Mixto,3.01.1.52.8201968,697392,1046.09,-17.361441,-66.173001
02-08-284-8214-000,Dan Borrego Velasco,4434481 CBBA,Av. Circunvalación N° 4785,PUKARA GRANDE NORTE,4,136,17,566,470,Mixto,3.01.1.66.4086508,676370,1014.56,-17.42441,-66.131854
10-11-325-0481-000,Xavier Espiridión Llorente Lastra,5324174 CBBA,Av. Beijing N° 2009,CALA CALA,7,860,24,661,158,Comercial,3.01.1.16.3806608,532105,798.16,-17.432169,-66.114705
08-19-792-1154-000,Seve Calleja Perales,4534070 CBBA,Av. Villazón N° 3147,CHIQUICOLLO,4,529,14,903,527,Mixto,3.01.1.59.5795706,865074,1297.61,-17.429234,-66.150789
06-10-892-2271-000,Octavio Flores Alberola,1939747 CBBA,Av. Blanco Galindo N° 425,TAMBORADA PUKARITA,5,120,20,583,106,Industrial,3.01.1.72.1581395,1101870,1652.81,-17.392504,-66.140264
14-13-689-5128-000,Fabio Sevilla Sotelo,5003673 CBBA,Av. América N° 2907,CALA CALA,12,167,17,288,267,Educativo,3.01.1.14.5531621,435168,652.75,-17.447863,-66.125298
01-05-148-7473-000,Maximiano López Cazorla,8419815 CBBA,Av. Beijing N° 1298,CHIQUICOLLO,11,242,34,952,876,Comercial,3.01.1.13.3028863,1033872,1550.81,-17.437619,-66.122892
14-07-968-0683-000,Abigaíl Gallart,7097998 CBBA,Av. América N° 292,QUERU QUERU,6,455,35,827,158,Salud,3.01.1.30.2531665,858426,1287.64,-17.459682,-66.148538
12-03-540-7734-000,Teófilo Felix Sevillano Acevedo,1562890 CBBA,Av. Melchor Pérez N° 1537,HIPODROMO,15,46,15,813,525,Salud,3.01.1.12.3640977,1819494,2729.24,-17.466613,-66.139033
07-18-908-9768-000,Juan Bautista Ayllón Balaguer,8247528 CBBA,Av. Circunvalación N° 3000,LA TEMIBLE CARA CARA,11,130,31,737,412,Salud,3.01.1.80.7768898,790801,1186.2,-17.454005,-66.161833
09-07-640-2622-000,Abilio Prudencio Alcántara García,1517013 CBBA,Av. Circunvalación N° 171,TEMPORAL PAMPA,7,54,48,926,923,Mixto,3.01.1.96.8740075,1311216,1966.82,-17.393769,-66.179242
14-18-576-6162-000,Pánfilo Guiomar Vara Corral,3549681 CBBA,Av. Beijing N° 3907,TUPURAYA,4,462,22,900,669,Residencial,3.01.1.35.8552440,1203300,1804.95,-17.406014,-66.132257
08-13-246-4879-000,Raquel Méndez Diego,1151988 CBBA,Av. América N° 2791,MAYORAZGO,2,467,16,342,309,Residencial,3.01.1.70.8397601,322848,484.27,-17.422085,-66.180154
05-04-600-8062-000,Amparo Guillen Tolosa,6111481 CBBA,Av. Melchor Pérez N° 219,CALA CALA,5,30,4,1199,181,Educativo,3.01.1.71.6588791,2484328,3726.49,-17.450209,-66.165083
11-01-721-9465-000,Amparo Becerra Báez,9420764 CBBA,Av. Blanco Galindo N° 3264,PUKARA GRANDE NORTE,4,581,43,567,364,Residencial,3.01.1.12.6578005,601587,902.38,-17.428458,-66.148903
04-11-211-6714-000,Dionisio de Roma,9986739 CBBA,Av. Villazón N° 3310,TUPURAYA,11,720,40,1019,203,Educativo,3.01.1.80.1314487,1797516,2696.27,-17.424955,-66.169993
06-05-727-6834-000,Florinda Otero Casas,8253294 CBBA,Av. Melchor Pérez N° 235,VILLA BUSCH,5,871,37,1116,76,Residencial,3.01.1.97.7386019,1601460,2402.19,-17.410294,-66.161821
03-12-321-9399-000,Gabino Santiago Saavedra,9725528 CBBA,Av. Villazón N° 624,NORESTE,15,876,12,536,421,Salud,3.01.1.74.5655450,472216,708.32,-17.398513,-66.154192
11-01-343-2230-000,Augusto Simó Chamorro,1416991 CBBA,Av. Beijing N° 3532,TUPURAYA,15,351,29,1166,1000,Mixto,3.01.1.54.7254850,1723348,2585.02,-17.371848,-66.171332
11-02-469-1963-000,Cecilia Robles Carnero,9484804 CBBA,Av. Blanco Galindo N° 4306,PUKARA GRANDE SUR,7,511,4,1152,781,Comercial,3.01.1.44.3346416,1454976,2182.46,-17.420165,-66.160833
03-11-005-9086-000,Amor Tomas Arco,1213959 CBBA,Av. América N° 2233,CHIQUICOLLO,10,937,27,294,248,Mixto,3.01.1.69.9939891,379260,568.89,-17.4387,-66.188065
06-05-581-8470-000,Judith Pardo Juliá,4584835 CBBA,Av. América N° 4055,VALLE HERMOSO OESTE,10,21,32,952,850,Salud,3.01.1.55.3533968,966280,1449.42,-17.446833,-66.166051
14-05-189-8742-000,Chucho Paredes Falcón,8428803 CBBA,Av. Blanco Galindo N° 800,TUPURAYA,4,859,8,357,188,Comercial,3.01.1.22.2090818,450891,676.34,-17.390042,-66.206409
02-20-508-8688-000,Francisco Jose Figuerola Álvarez,3877771 CBBA,Av. Beijing N° 480,SUDOESTE,13,631,11,488,284,Comercial,3.01.1.18.3809789,610488,915.73,-17.381723,-66.131246
02-08-976-3913-000,Piedad Ruiz Mármol,4066141 CBBA,Av. Villazón N° 385,LA TEMIBLE CARA CARA,10,854,17,730,380,Industrial,3.01.1.64.9215582,987690,1481.54,-17.413341,-66.1812
08-16-014-4414-000,Virgilio Morales Palomar,5392461 CBBA,Av. Circunvalación N° 2625,PUKARA GRANDE SUR,7,431,48,520,311,Industrial,3.01.1.21.8221756,475280,712.92,-17.386287,-66.147889
11-06-177-4603-000,Fabián Moreno,3811267 CBBA,Av. Circunvalación N° 2225,PUKARA GRANDE SUR,15,783,40,214,74,Industrial,3.01.1.16.7721402,218922,328.38,-17.404109,-66.171809
02-08-646-5060-000,Joan Llamas Gargallo,4280640 CBBA,Av. Circunvalación N° 225,SARCO,1,509,34,925,717,Educativo,3.01.1.86.2847949,1754725,2632.09,-17.460641,-66.147825
02-19-659-4276-000,Vera Cortina Zorrilla,7731531 CBBA,Av. Blanco Galindo N° 3183,LA CHIMBA,3,744,5,360,342,Mixto,3.01.1.84.6137073,603000,904.5,-17.423029,-66.133608
01-20-953-4268-000,Ofelia Valencia Esparza,8710125 CBBA,Av. Melchor Pérez N° 267,ALALAY SUD,15,955,2,541,285,Mixto,3.01.1.25.8321370,388979,583.47,-17.43362,-66.111249
08-05-069-9617-000,Olalla Santamaria Sancho,7346654 CBBA,Av. Circunvalación N° 2453,NORESTE,11,702,38,490,73,Educativo,3.01.1.98.8061640,1122590,1683.88,-17.456672,-66.113269
01-12-201-6925-000,Lorenzo Capdevila Narváez,3630568 CBBA,Av. Blanco Galindo N° 4807,QUERU QUERU,7,787,32,168,100,Comercial,3.01.1.53.1901013,237720,356.58,-17.432763,-66.186908
02-05-187-7182-000,Máxima Lupe Gil Jáuregui,4953871 CBBA,Av. Beijing N° 4250,SARCOBAMBA,10,606,1,193,97,Educativo,3.01.1.82.4182966,220985,331.48,-17.355293,-66.180336
12-20-921-0789-000,Silvestre Hervia-Merino,7254662 CBBA,Av. Circunvalación N° 2241,MESADILLA,9,191,15,280,122,Industrial,3.01.1.33.9381520,533960,800.94,-17.454328,-66.105964
06-20-705-6953-000,Agustina Adadia Priego,2813276 CBBA,Av. Melchor Pérez N° 629,LACMA,11,931,49,712,122,Salud,3.01.1.37.3990434,1433256,2149.88,-17.402428,-66.204995
14-02-627-9256-000,Régulo Pacheco Garrido,6534740 CBBA,Av. Beijing N° 4946,CHIQUICOLLO,5,227,47,171,157,Salud,3.01.1.90.2987427,203661,305.49,-17.393776,-66.166136
14-03-412-3046-000,Geraldo Avilés Ferrer,8157195 CBBA,Av. Melchor Pérez N° 328,MESADILLA,9,595,50,646,404,Industrial,3.01.1.43.9753667,1458668,2188.0,-17.385168,-66.152262
07-01-608-7473-000,Ligia Rebollo Perez,9775982 CBBA,Av. Villazón N° 632,JAIHUAYCO,8,354,33,825,248,Industrial,3.01.1.14.6939654,990000,1485.0,-17.408375,-66.206595
05-11-932-1777-000,David Álamo Riba,9564067 CBBA,Av. Blanco Galindo N° 3903,LA TEMIBLE CARA CARA,6,999,7,310,293,Industrial,3.01.1.80.5903687,281170,421.75,-17.412239,-66.12152
14-18-558-5791-000,Mohamed Blazquez,3840413 CBBA,Av. Blanco Galindo N° 1388,MUYURINA,9,454,29,511,466,Mixto,3.01.1.36.6894527,564655,846.98,-17.378547,-66.158336
06-11-260-6554-000,Paula Redondo-Solsona,9843832 CBBA,Av. Melchor Pérez N° 436,TAMBORADA PUKARITA,14,823,37,203,189,Educativo,3.01.1.37.4058411,345100,517.65,-17.446034,-66.129343
06-01-188-8623-000,Cesar Carvajal Frías,9564545 CBBA,Av. Beijing N° 3972,ALALAY NORTE,12,436,1,1027,247,Educativo,3.01.1.66.7355132,1367964,2051.95,-17.429823,-66.120126
13-15-460-0554-000,Dorita Caro Zamora,4036809 CBBA,Av. América N° 1112,QUERU QUERU ALTO,8,191,10,608,575,Mixto,3.01.1.69.5805471,1282880,1924.32,-17.442588,-66.139811
15-19-241-3368-000,Andrea Armengol Salmerón,6278366 CBBA,Av. Circunvalación N° 4942,USPHA USPHA,12,9,25,681,649,Comercial,3.01.1.25.9346710,796770,1195.15,-17.356814,-66.183433
07-06-743-6873-000,Chus Arenas-Cañizares,6132729 CBBA,Av. Circunvalación N° 4808,PUKARA GRANDE SUR,7,694,48,689,599,Mixto,3.01.1.61.3676142,604253,906.38,-17.386175,-66.165886
03-10-012-9634-000,Victoriano Torrent Peláez,7791603 CBBA,Av. Blanco Galindo N° 2396,VILLA BUSCH,14,219,47,170,111,Residencial,3.01.1.20.6178838,349010,523.51,-17.365047,-66.18557
15-12-437-2657-000,Pastor Ramis-Mayo,1008363 CBBA,Av. Blanco Galindo N° 200,TUPURAYA,2,952,42,546,325,Educativo,3.01.1.96.3075359,335790,503.69,-17.418276,-66.175103
02-14-011-8209-000,Pastora Pinedo,1263980 CBBA,Av. Blanco Galindo N° 4768,KHARA KHARA ARRUMANI,1,874,25,1132,71,Industrial,3.01.1.98.8927675,2712272,4068.41,-17.404829,-66.181712
09-06-161-6995-000,Jacinto de Valle,8383778 CBBA,Av. Blanco Galindo N° 4938,PUKARA GRANDE NORTE,14,393,23,593,313,Mixto,3.01.1.34.7544639,837909,1256.86,-17.396927,-66.142449
10-15-842-5028-000,Ana Belén Febe Mármol Sans,1062045 CBBA,Av. Melchor Pérez N° 1893,MESADILLA,12,690,39,602,283,Salud,3.01.1.92.8391324,761530,1142.3,-17.395612,-66.162428
01-12-029-8496-000,Vera Llanos Nicolau,9583166 CBBA,Av. Beijing N° 1096,CHIQUICOLLO,8,914,30,568,158,Comercial,3.01.1.83.7019030,842344,1263.52,-17.420586,-66.147777
05-05-300-5080-000,Luis Miguel Perales,6090503 CBBA,Av. América N° 344,MAYORAZGO,2,996,20,532,383,Industrial,3.01.1.19.8453804,449008,673.51,-17.363457,-66.155865
05-06-945-7931-000,Leocadia Amador Pombo,8213519 CBBA,Av. América N° 2951,QUERU QUERU,6,692,30,1137,1030,Salud,3.01.1.32.7692788,1079013,1618.52,-17.435577,-66.175644
07-08-313-2091-000,Fortunato de Navarro,2833049 CBBA,Av. Blanco Galindo N° 907,MAYORAZGO,8,169,36,242,192,Industrial,3.01.1.75.1861024,560956,841.43,-17.435893,-66.162889
02-17-127-3341-000,Luna Salud Osuna Pino,9716418 CBBA,Av. Circunvalación N° 4253,CHIQUICOLLO,6,99,31,834,103,Industrial,3.01.1.14.3253704,602148,903.22,-17.389149,-66.191908
02-08-984-5450-000,Marisol Montoya Monreal,7519038 CBBA,Av. Blanco Galindo N° 1870,1° DE MAYO,7,830,28,473,414,Residencial,3.01.1.56.3831103,595507,893.26,-17.3895,-66.173532
14-13-251-9711-000,Jose Antonio Fortuny-Blanes,9388149 CBBA,Av. Circunvalación N° 4494,SUDOESTE,1,225,8,1097,871,Comercial,3.01.1.23.2052150,2727142,4090.71,-17.460275,-66.12399
11-08-932-4416-000,Estela Reguera Carreras,9751296 CBBA,Av. Circunvalación N° 4488,ARANJUEZ ALTO,6,241,44,265,189,Comercial,3.01.1.57.5567553,411280,616.92,-17.374003,-66.155984
04-19-018-5848-000,Antonio Rozas Robles,3804671 CBBA,Av. Melchor Pérez N° 910,SUDESTE,14,507,5,654,542,Comercial,3.01.1.71.2783237,1068636,1602.95,-17.404553,-66.127832
09-09-724-5239-000,Nicolasa Duque Torre,9826250 CBBA,Av. América N° 2646,SUDESTE,5,832,29,981,362,Residencial,3.01.1.46.3451247,664137,996.21,-17.456059,-66.13414
11-15-530-2039-000,Felisa Roman Plana,3803301 CBBA,Av. Melchor Pérez N° 176,LA CHIMBA,6,827,37,467,253,Industrial,3.01.1.46.5050786,515568,773.35,-17.414067,-66.128445
14-19-733-8339-000,Fabiola Hoz,9609316 CBBA,Av. Villazón N° 457,TEMPORAL PAMPA,1,507,1,887,54,Comercial,3.01.1.88.2053709,1679091,2518.64,-17.406248,-66.155942
08-20-804-9600-000,Valerio Fuertes Morata,7875526 CBBA,Av. América N° 2676,CALA CALA,14,3,43,911,104,Industrial,3.01.1.82.3724458,726978,1090.47,-17.445871,-66.103533
03-12-901-2306-000,Conrado Juliá Soria,2728954 CBBA,Av. Blanco Galindo N° 1787,1° DE MAYO,9,126,38,1059,579,Industrial,3.01.1.58.5866856,1576851,2365.28,-17.451836,-66.170113
13-11-045-3831-000,Agapito Ezequiel Escrivá Landa,3091587 CBBA,Av. Melchor Pérez N° 1720,LA MAICA,3,876,20,379,217,Educativo,3.01.1.10.2834365,384685,577.03,-17.380257,-66.14935
06-05-219-9748-000,Bonifacio Amaya Costa,4589452 CBBA,Av. Circunvalación N° 4636,PUKARA GRANDE NORTE,12,93,28,742,378,Educativo,3.01.1.41.5808163,1751120,2626.68,-17.375502,-66.1533
04-01-673-0462-000,Alejandra Dominguez Garrido,1545038 CBBA,Av. América N° 262,CHIQUICOLLO,3,357,37,150,149,Comercial,3.01.1.90.4230765,255000,382.5,-17.406679,-66.163576
04-01-432-2194-000,Rómulo Torrents Andrés,6668882 CBBA,Av. Melchor Pérez N° 1989,1° DE MAYO,2,864,24,627,250,Mixto,3.01.1.57.7619656,1396956,2095.43,-17.393098,-66.183605
12-14-736-8685-000,Emiliano Alberto,5604549 CBBA,Av. Melchor Pérez N° 720,TEMPORAL PAMPA,3,187,6,896,827,Salud,3.01.1.87.4506442,1304576,1956.86,-17.457028,-66.150637
05-20-589-7326-000,Otilia Azcona,6052434 CBBA,Av. Beijing N° 3805,LACMA,13,787,25,1134,104,Residencial,3.01.1.13.5583460,1634094,2451.14,-17.397883,-66.127803
07-14-497-8412-000,Corona Araujo Gimeno,9770681 CBBA,Av. Beijing N° 2100,JAIHUAYCO,8,8,30,508,188,Residencial,3.01.1.62.5008194,897636,1346.45,-17.425559,-66.180333
01-20-941-8565-000,Tristán Torrens Conde,8636973 CBBA,Av. América N° 2746,TUPURAYA,14,966,42,1132,53,Comercial,3.01.1.27.8621448,1611968,2417.95,-17.429309,-66.128869
02-02-356-9023-000,Rico Pérez Roman,6747812 CBBA,Av. Circunvalación N° 2443,LACMA,12,781,43,260,204,Industrial,3.01.1.65.2863651,624520,936.78,-17.448283,-66.141624
01-14-074-7028-000,Carmelita Ignacia Córdoba Duarte,8710711 CBBA,Av. Villazón N° 2801,MESADILLA,5,717,26,903,320,Educativo,3.01.1.24.5555163,1046577,1569.87,-17.364774,-66.168321
08-09-297-3869-000,Jafet Lamas Fuentes,4434274 CBBA,Av. Melchor Pérez N° 4471,CALA CALA,4,97,33,302,66,Industrial,3.01.1.23.1012090,400754,601.13,-17.355135,-66.18045
07-12-157-9687-000,Bonifacio Ibáñez Adán,2421726 CBBA,Av. Melchor Pérez N° 339,MESADILLA,6,569,37,841,716,Residencial,3.01.1.89.3325687,756059,1134.09,-17.412123,-66.186232
12-02-094-4531-000,Selena Fiol Reguera,8775084 CBBA,Av. Blanco Galindo N° 3320,LACMA,8,616,4,474,106,Comercial,3.01.1.49.3219536,398634,597.95,-17.425638,-66.187754
03-14-906-4011-000,Salomón Madrid Castell,2334356 CBBA,Av. Blanco Galindo N° 208,PUKARA GRANDE SUR,8,845,23,153,137,Industrial,3.01.1.82.3516498,192627,288.94,-17.414345,-66.136037
01-16-749-3613-000,Chus Pazos Pinilla,6167176 CBBA,Av. Melchor Pérez N° 2623,SARCOBAMBA,2,619,24,678,387,Salud,3.01.1.49.3833211,540366,810.55,-17.363391,-66.161025
12-03-844-2488-000,Venceslás Frías Lago,8640086 CBBA,Av. Beijing N° 933,CONDEBAMBA,6,739,12,389,195,Educativo,3.01.1.65.8766156,364493,546.74,-17.410247,-66.123349
12-11-035-1276-000,Aristides Paniagua Colom,4473617 CBBA,Av. Beijing N° 4104,USPHA USPHA,8,968,27,683,325,Comercial,3.01.1.32.5690342,602406,903.61,-17.45922,-66.105154
11-18-079-3120-000,Gustavo Campo Gomis,4190824 CBBA,Av. América N° 3753,TICTI,9,277,39,546,78,Salud,3.01.1.86.2677474,868140,1302.21,-17.367734,-66.161479
15-17-268-2195-000,Juan Lloret-Terrón,1127703 CBBA,Av. Circunvalación N° 3587,CONDEBAMBA,5,651,6,564,473,Mixto,3.01.1.33.3640032,474888,712.33,-17.39463,-66.191796
14-08-967-1681-000,Lidia Tamayo Cordero,9849819 CBBA,Av. América N° 3776,ARANJUEZ ALTO,11,843,13,439,209,Comercial,3.01.1.98.6857646,586943,880.41,-17.454534,-66.153856
12-18-943-9967-000,Palmira de Escrivá,6866875 CBBA,Av. Beijing N° 2552,TEMPORAL PAMPA,8,538,32,339,89,Industrial,3.01.1.59.7101620,327474,491.21,-17.435805,-66.166198
